id;supplier_name;supplier_group;safety_passed;initiator;approver;evaluation_date;stability_score;stability_remarks;sustainability_score;sustainability_remarks;final_score;pass;created_at;status;rejection_reason;stability_details;sustainability_details;business_number
466036ca-e26e-43e0-8768-1c6bfa5a6fef;대영종합상사;B;true;이동희;양혁;2025-11-12;10.00;;84.00;;94.00;true;2025-11-12 02:21:16.516785+00;approved;;"{""conversion"":10,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":5,""totalScore"":100}";"{""conversion"":84,""items"":{""claimFrequency"":4,""contractSupport"":3,""damagePrevention"":4,""deliveryMgmt"":4,""performanceAmount"":3,""performanceCount"":5,""qualityMgmt"":3,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":4,""urgentResponse"":4},""totalScore"":93}";6051166332
cdbac43a-ccfa-47aa-bd28-49a5cc0aef14;한국쉘석유 주식회사;C;true;이봉균;양혁;2025-11-12;10.00;;90.00;;100.00;true;2025-11-12 04:37:29.166735+00;approved;;"{""conversion"":10,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":5,""totalScore"":100}";"{""conversion"":90,""items"":{""contractSupport"":4,""damagePrevention"":4,""deliveryMgmt"":4,""durability"":4,""performanceAmount"":5,""performanceCount"":5,""productVariety"":4,""qualityMgmt"":4,""regulationCompliance"":4,""timelyDelivery"":4,""urgentResponse"":4},""totalScore"":100}";6178100016
295d4e5b-f143-4de6-9946-a01d394e7344;현대윤활유（주）;C;true;이봉균;양혁;2025-11-12;9.00;;86.00;;95.00;true;2025-11-12 04:46:56.778064+00;approved;;"{""conversion"":9,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":2,""totalScore"":85}";"{""conversion"":86,""items"":{""contractSupport"":3,""damagePrevention"":4,""deliveryMgmt"":4,""durability"":4,""performanceAmount"":5,""performanceCount"":5,""productVariety"":4,""qualityMgmt"":3,""regulationCompliance"":4,""timelyDelivery"":4,""urgentResponse"":4},""totalScore"":95}";1058757736
1ecd98fe-b66b-46ed-8d72-0b26d308f0ff;에스와이솔루션;B;true;이봉균;양혁;2025-11-12;8.00;;86.00;;94.00;true;2025-11-12 04:48:21.755473+00;approved;;"{""conversion"":8,""debt"":1,""equity"":5,""expertise"":5,""liquidity"":5,""totalScore"":80}";"{""conversion"":86,""items"":{""claimFrequency"":4,""contractSupport"":4,""damagePrevention"":4,""deliveryMgmt"":3,""performanceAmount"":5,""performanceCount"":5,""qualityMgmt"":3,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":4,""urgentResponse"":4},""totalScore"":95}";6063040336
16de47f1-de3c-481d-bdd3-070a2becf47c;디엘피주식회사;A;true;김원진;양혁;2025-11-12;10.00;;79.00;;89.00;true;2025-11-12 04:50:28.670771+00;approved;;"{""conversion"":10,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":4,""totalScore"":95}";"{""conversion"":79,""items"":{""adequatePersonnel"":3,""contractSupport"":4,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":5,""performanceCount"":5,""regulationCompliance"":5,""safetyService"":4,""serviceQuality"":4,""turnoverRate"":4},""totalScore"":88}";6098189102
807aca1a-a2e8-4253-98ef-cbdcc8676617;(주) ABB 코리아;B;true;김원진;양혁;2025-11-12;6.00;;79.00;;85.00;true;2025-11-12 04:52:58.001401+00;approved;;"{""conversion"":6,""debt"":1,""equity"":5,""expertise"":5,""liquidity"":1,""totalScore"":60}";"{""conversion"":79,""items"":{""claimFrequency"":4,""contractSupport"":4,""damagePrevention"":4,""deliveryMgmt"":3,""performanceAmount"":5,""performanceCount"":5,""qualityMgmt"":3,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":4,""urgentResponse"":1},""totalScore"":87.5}";1208104589
81d5af63-65cf-4979-80d5-e5e9a3c4d74e;상해진화한국 주식회사;B;true;김원진;양혁;2025-11-12;6.00;;79.00;;85.00;true;2025-11-12 04:55:48.420366+00;approved;;"{""conversion"":6,""debt"":2,""equity"":5,""expertise"":4,""liquidity"":1,""totalScore"":60}";"{""conversion"":79,""items"":{""claimFrequency"":4,""contractSupport"":3,""damagePrevention"":4,""deliveryMgmt"":3,""performanceAmount"":5,""performanceCount"":5,""qualityMgmt"":3,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":2,""urgentResponse"":4},""totalScore"":87.5}";6068659088
940b64ef-e2ad-4835-9c8c-351e26de2f30;주식회사 서안이엔에스;B;true;김원진;양혁;2025-11-12;6.00;;79.00;;85.00;true;2025-11-12 04:57:34.280012+00;approved;;"{""conversion"":6,""debt"":1,""equity"":5,""expertise"":2,""liquidity"":4,""totalScore"":60}";"{""conversion"":79,""items"":{""claimFrequency"":4,""contractSupport"":3,""damagePrevention"":4,""deliveryMgmt"":3,""performanceAmount"":3,""performanceCount"":2,""qualityMgmt"":3,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":4,""urgentResponse"":4},""totalScore"":87.5}";1718103026
86ee8e7a-d590-41bc-be4a-3635ddb87c43;(주)에스엔피시스템;B;true;김원진;양혁;2025-11-12;7.00;;80.00;;87.00;true;2025-11-12 05:11:19.663147+00;approved;;"{""conversion"":7,""debt"":5,""equity"":1,""expertise"":3,""liquidity"":5,""totalScore"":70}";"{""conversion"":80,""items"":{""claimFrequency"":4,""contractSupport"":3,""damagePrevention"":4,""deliveryMgmt"":3,""performanceAmount"":4,""performanceCount"":5,""qualityMgmt"":3,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":3,""urgentResponse"":4},""totalScore"":89}";7798101064
babcfd42-a389-4b27-b6b4-e72a013153b6;스페이스모빌리티(S.M);B;true;이봉균;양혁;2025-11-11;7.00;;90.00;;97.00;true;2025-11-11 08:38:56.422291+00;approved;;"{""conversion"":7,""debt"":5,""equity"":5,""expertise"":3,""liquidity"":1,""totalScore"":70}";"{""conversion"":90,""items"":{""claimFrequency"":4,""contractSupport"":4,""damagePrevention"":4,""deliveryMgmt"":4,""performanceAmount"":5,""performanceCount"":5,""qualityMgmt"":4,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":4,""urgentResponse"":4},""totalScore"":100}";7955500597
10892f6b-db76-43b6-8e67-faa2fa0d97eb;에이치디씨랩스(주);A;true;장은주;손범신;2025-11-11;10.00;;78.00;;88.00;true;2025-11-11 01:15:21.561712+00;approved;;"{""conversion"":10,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":5,""totalScore"":100}";"{""conversion"":78,""items"":{""adequatePersonnel"":3,""contractSupport"":4,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":4,""performanceAmount"":5,""performanceCount"":2,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":4,""turnoverRate"":5},""totalScore"":87}";1208193646
b34c854b-acc9-41c5-a208-53582ee9432a;부산시티투어 협동조합;E;true;이재룡;이민선;2025-11-12;6.00;전세버스의 특성상 운영 차량 확보에 따른 대량의 자금 투입으로 유동비율 및 부채 비율이 좋지 않습니다.;88.00;;94.00;true;2025-11-12 06:49:39.047198+00;pending;;"{""conversion"":6,""debt"":1,""equity"":5,""expertise"":4,""liquidity"":1,""totalScore"":55}";"{""conversion"":88,""items"":{""adequatePersonnel"":4,""contractSupport"":5,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":5,""performanceCount"":5,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":5,""turnoverRate"":5},""totalScore"":98}";3738800279
955c79d9-8c89-4691-b563-045a6f430f15;(주)코리아브이익스프레스;E;true;이유라;이재훈;2025-11-19;10.00;;81.00;;91.00;true;2025-11-12 07:02:10.709081+00;approved;;"{""conversion"":10,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":5,""totalScore"":100}";"{""conversion"":81,""items"":{""adequatePersonnel"":4,""contractSupport"":4,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":5,""performanceCount"":5,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":4,""turnoverRate"":3},""totalScore"":90}";6018119301
def958c9-17c8-4646-95f1-3cc5cc24cebc;(주)용문;E;true;이유라;이재훈;2025-11-19;10.00;;85.00;;95.00;true;2025-11-12 06:58:14.746543+00;approved;;"{""conversion"":10,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":5,""totalScore"":100}";"{""conversion"":85,""items"":{""adequatePersonnel"":4,""contractSupport"":4,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":5,""performanceCount"":5,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":4,""turnoverRate"":5},""totalScore"":94}";6178120161
79afe317-6e6e-43a8-85e0-58602f5d5bdf;(주)장풍솔루션;A;true;이유라;이재훈;2025-11-19;6.00;;86.00;;92.00;true;2025-11-12 06:45:49.237896+00;approved;;"{""conversion"":6,""debt"":1,""equity"":4,""expertise"":5,""liquidity"":2,""totalScore"":60}";"{""conversion"":86,""items"":{""adequatePersonnel"":5,""contractSupport"":5,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":3,""performanceAmount"":5,""performanceCount"":5,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":5,""turnoverRate"":5},""totalScore"":96}";6188121601
255cbbb0-cbeb-46c1-bc02-3bc3c403f765;하이테크온;B;true;김원진;양혁;2025-11-14;4.00;;79.00;;83.00;true;2025-11-14 01:37:01.606983+00;approved;;"{""conversion"":4,""debt"":1,""equity"":5,""expertise"":1,""liquidity"":1,""totalScore"":40}";"{""conversion"":79,""items"":{""claimFrequency"":4,""contractSupport"":4,""damagePrevention"":4,""deliveryMgmt"":3,""performanceAmount"":2,""performanceCount"":3,""qualityMgmt"":3,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":3,""urgentResponse"":4},""totalScore"":87.5}";8763801340
3dd83742-ef37-4369-8b60-6d3c48f7c853;동화전기（주）;E;true;김원진;양혁;2025-11-12;10.00;;83.00;;93.00;true;2025-11-12 05:36:19.568423+00;approved;;"{""conversion"":10,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":5,""totalScore"":100}";"{""conversion"":83,""items"":{""adequatePersonnel"":3,""contractSupport"":4,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":5,""performanceCount"":5,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":4,""turnoverRate"":5},""totalScore"":92}";1288174702
68d23023-7a80-428d-8ad1-bcb06b4351ee;수림공조시스템;E;true;김원진;양혁;2025-11-12;3.00;;77.00;;80.00;true;2025-11-12 05:34:58.668205+00;approved;;"{""conversion"":3,""debt"":1,""equity"":1,""expertise"":2,""liquidity"":1,""totalScore"":25}";"{""conversion"":77,""items"":{""adequatePersonnel"":3,""contractSupport"":4,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":2,""performanceCount"":2,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":4,""turnoverRate"":5},""totalScore"":86}";6462501598
b5036cb5-1dfb-4677-bbd7-91b44d6c6886;수림공조시스템;E;true;김원진;양혁;2025-11-12;3.00;;77.00;;80.00;true;2025-11-12 05:34:58.376424+00;approved;;"{""conversion"":3,""debt"":1,""equity"":1,""expertise"":2,""liquidity"":1,""totalScore"":25}";"{""conversion"":77,""items"":{""adequatePersonnel"":3,""contractSupport"":4,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":2,""performanceCount"":2,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":4,""turnoverRate"":5},""totalScore"":86}";6462501598
42902051-adc3-465d-a670-427f85989dec;삼화전기;B;true;이봉균;양혁;2025-11-11;2.00;최근 개인사업자 등록으로 사업 영업기간이 짧아 재무재표등 서류 미제출 하여, 평가 점수 최저로 평가 함(실제 업력은 99년 이후부터 현재 까지로  약 26년 임);90.00;;92.00;true;2025-11-11 08:31:49.601307+00;approved;;"{""conversion"":2,""debt"":1,""equity"":1,""expertise"":1,""liquidity"":1,""totalScore"":20}";"{""conversion"":90,""items"":{""claimFrequency"":4,""contractSupport"":4,""damagePrevention"":4,""deliveryMgmt"":4,""performanceAmount"":5,""performanceCount"":5,""qualityMgmt"":4,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":4,""urgentResponse"":4},""totalScore"":100}";7116200656
415d5999-07f3-4838-b553-56ec18c5b96f;씨알케이 주식회사;D;true;박수원;이민선;2025-11-16;10.00;;86.00;;96.00;true;2025-11-16 11:40:27.440343+00;pending;;"{""conversion"":10,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":5,""totalScore"":100}";"{""conversion"":86,""items"":{""contractSupport"":4,""damagePrevention"":4,""defectManagement"":4,""deliveryMgmt"":4,""designSupport"":4,""performanceAmount"":5,""performanceCount"":3,""qualitySystem"":3,""regularWorkforce"":4,""regulationCompliance"":4,""technicalPersonnel"":4},""totalScore"":95.5}";5468600970
21860802-4d99-4c25-bb1a-e7aba5625d69;뉴포트마린주식회사;E;true;이유라;이재훈;2025-11-19;9.00;;84.00;;93.00;true;2025-11-12 07:00:45.941571+00;approved;;"{""conversion"":9,""debt"":5,""equity"":5,""expertise"":3,""liquidity"":5,""totalScore"":90}";"{""conversion"":84,""items"":{""adequatePersonnel"":4,""contractSupport"":4,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":5,""performanceCount"":4,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":4,""turnoverRate"":5},""totalScore"":93}";4278600970
47704ffd-ec5d-4386-9002-10962a69b43a;주식회사 해강기업;D;true;박수원;이민선;2025-11-16;9.00;;83.00;;92.00;true;2025-11-16 12:25:08.37691+00;pending;;"{""conversion"":9,""debt"":5,""equity"":5,""expertise"":3,""liquidity"":5,""totalScore"":90}";"{""conversion"":83,""items"":{""contractSupport"":3,""damagePrevention"":4,""defectManagement"":4,""deliveryMgmt"":4,""designSupport"":3,""performanceAmount"":5,""performanceCount"":5,""qualitySystem"":4,""regularWorkforce"":3,""regulationCompliance"":4,""technicalPersonnel"":4},""totalScore"":92.5}";5818701038
26124326-35f3-45b9-a3fd-4f4df1cff9c4;주식회사  화일;D;true;박수원;이민선;2025-11-16;10.00;;79.00;;89.00;true;2025-11-16 12:32:04.389395+00;pending;;"{""conversion"":10,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":5,""totalScore"":100}";"{""conversion"":79,""items"":{""contractSupport"":4,""damagePrevention"":4,""defectManagement"":4,""deliveryMgmt"":4,""designSupport"":3,""performanceAmount"":5,""performanceCount"":5,""qualitySystem"":4,""regularWorkforce"":1,""regulationCompliance"":4,""technicalPersonnel"":3},""totalScore"":87.5}";1278198958
dcc23e17-6e15-4edd-a5e9-337ce205490e;우림환경 주식회사;D;true;박수원;이민선;2025-11-16;6.00;;84.00;;90.00;true;2025-11-16 12:40:34.42851+00;pending;;"{""conversion"":6,""debt"":1,""equity"":4,""expertise"":5,""liquidity"":2,""totalScore"":60}";"{""conversion"":84,""items"":{""contractSupport"":4,""damagePrevention"":4,""defectManagement"":4,""deliveryMgmt"":4,""designSupport"":3,""performanceAmount"":3,""performanceCount"":3,""qualitySystem"":4,""regularWorkforce"":4,""regulationCompliance"":4,""technicalPersonnel"":4},""totalScore"":93.5}";6158159582
8c957131-6b1e-4b8e-844f-866992c5ae65;(주) 부림건축디자인;D;true;박수원;이민선;2025-11-16;10.00;;79.00;;89.00;true;2025-11-16 12:45:34.358385+00;pending;;"{""conversion"":10,""debt"":5,""equity"":5,""expertise"":4,""liquidity"":5,""totalScore"":95}";"{""conversion"":79,""items"":{""contractSupport"":4,""damagePrevention"":4,""defectManagement"":4,""deliveryMgmt"":4,""designSupport"":4,""performanceAmount"":4,""performanceCount"":4,""qualitySystem"":4,""regularWorkforce"":1,""regulationCompliance"":4,""technicalPersonnel"":3},""totalScore"":88}";6178199673
2986ba26-e400-4c83-9fb9-18dbe0a4ec5b;(주)부경이엔지;E;true;박수원;이민선;2025-11-16;7.00;;83.00;;90.00;true;2025-11-16 11:27:07.094785+00;pending;;"{""conversion"":7,""debt"":1,""equity"":3,""expertise"":5,""liquidity"":5,""totalScore"":70}";"{""conversion"":83,""items"":{""adequatePersonnel"":4,""contractSupport"":5,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":3,""performanceCount"":3,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":5,""turnoverRate"":4},""totalScore"":92}";6218185085
53606635-bf51-40f8-9550-00e1803196e0;코아상사;B;true;김원진;양혁;2025-11-14;7.00;;83.00;;90.00;true;2025-11-14 01:38:37.711414+00;approved;;"{""conversion"":7,""debt"":2,""equity"":5,""expertise"":5,""liquidity"":1,""totalScore"":65}";"{""conversion"":83,""items"":{""claimFrequency"":4,""contractSupport"":3,""damagePrevention"":4,""deliveryMgmt"":3,""performanceAmount"":5,""performanceCount"":5,""qualityMgmt"":3,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":4,""urgentResponse"":4},""totalScore"":92.5}";6031154465
2200548a-f060-497b-b9c5-ad04bb47efee;하이테크온;B;true;김원진;양혁;2025-11-14;4.00;;79.00;;83.00;true;2025-11-14 01:37:02.556548+00;approved;;"{""conversion"":4,""debt"":1,""equity"":5,""expertise"":1,""liquidity"":1,""totalScore"":40}";"{""conversion"":79,""items"":{""claimFrequency"":4,""contractSupport"":4,""damagePrevention"":4,""deliveryMgmt"":3,""performanceAmount"":2,""performanceCount"":3,""qualityMgmt"":3,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":3,""urgentResponse"":4},""totalScore"":87.5}";8763801340
7a616d9c-2439-432f-9ae3-7568e6e4c93b;태성사;B;true;이봉균;양혁;2025-11-12;6.00;부채비율, 자기자본비율 확인 불가로 1점 부여;88.00;;94.00;true;2025-11-12 05:01:55.685379+00;approved;;"{""conversion"":6,""debt"":1,""equity"":1,""expertise"":5,""liquidity"":5,""totalScore"":60}";"{""conversion"":88,""items"":{""claimFrequency"":4,""contractSupport"":4,""damagePrevention"":4,""deliveryMgmt"":4,""performanceAmount"":5,""performanceCount"":5,""qualityMgmt"":3,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":4,""urgentResponse"":4},""totalScore"":97.5}";6050572911
e32c3d91-38d0-42c8-a0e3-9ba8b29c258f;신양항업주식회사;E;true;이유라;이재훈;2025-11-19;7.00;;81.00;;88.00;true;2025-11-14 01:45:28.509372+00;approved;;"{""conversion"":7,""debt"":1,""equity"":2,""expertise"":5,""liquidity"":5,""totalScore"":65}";"{""conversion"":81,""items"":{""adequatePersonnel"":3,""contractSupport"":4,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":5,""performanceCount"":5,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":4,""turnoverRate"":4},""totalScore"":90}";6028148513
8726bd25-c28b-4d62-8c10-70cb15d14fd9;(주)장풍디티에스;A;true;이유라;이재훈;2025-11-19;6.00;;84.00;;90.00;true;2025-11-12 06:54:50.74046+00;approved;;"{""conversion"":6,""debt"":1,""equity"":2,""expertise"":5,""liquidity"":3,""totalScore"":55}";"{""conversion"":84,""items"":{""adequatePersonnel"":5,""contractSupport"":4,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":5,""performanceCount"":2,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":5,""turnoverRate"":4},""totalScore"":93}";6098160600
1f38433c-9e6b-4933-bbef-b35a9f1bb1ee;영진종합전기;E;true;김원진;양혁;2025-11-12;4.00;;80.00;;84.00;true;2025-11-12 05:33:43.048533+00;approved;;"{""conversion"":4,""debt"":1,""equity"":1,""expertise"":5,""liquidity"":1,""totalScore"":40}";"{""conversion"":80,""items"":{""adequatePersonnel"":3,""contractSupport"":4,""damagePrevention"":5,""directiveCompliance"":5,""emergencyResponse"":5,""performanceAmount"":3,""performanceCount"":4,""regulationCompliance"":5,""safetyService"":5,""serviceQuality"":4,""turnoverRate"":5},""totalScore"":89}";6051463224
9a1147e5-5591-4b34-8a9e-84f53677ee9b;드림디포진해녹산점;G;true;김서하;이민선;2025-11-24;10.00;;86.00;;96.00;true;2025-11-24 05:46:35.24612+00;pending;;"{""conversion"":10,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":4,""totalScore"":95}";"{""conversion"":86,""items"":{""claimFrequency"":4,""contractSupport"":4,""damagePrevention"":4,""deliveryMgmt"":4,""performanceAmount"":3,""performanceCount"":5,""qualityMgmt"":4,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":3,""urgentResponse"":4},""totalScore"":95.5}";6091491023
93022044-12c4-4df6-8de6-150b2e5cf04c;대일유통(생수);G;true;김서하;이민선;2025-11-24;9.00;;81.00;;90.00;true;2025-11-24 05:48:01.616581+00;pending;;"{""conversion"":9,""debt"":5,""equity"":5,""expertise"":5,""liquidity"":2,""totalScore"":85}";"{""conversion"":81,""items"":{""claimFrequency"":4,""contractSupport"":4,""damagePrevention"":4,""deliveryMgmt"":4,""performanceAmount"":1,""performanceCount"":1,""qualityMgmt"":4,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":3,""urgentResponse"":4},""totalScore"":89.5}";6171788267
3b359ab8-becf-4deb-9d8a-39141400fe7b;(주)제이알인터내셔널;G;true;김서하;이민선;2025-11-25;8.00;;77.00;;85.00;true;2025-11-24 05:41:25.548973+00;pending;;"{""conversion"":8,""debt"":5,""equity"":5,""expertise"":1,""liquidity"":5,""totalScore"":80}";"{""conversion"":77,""items"":{""claimFrequency"":4,""contractSupport"":4,""damagePrevention"":4,""deliveryMgmt"":3,""performanceAmount"":1,""performanceCount"":2,""qualityMgmt"":3,""quotationDelay"":4,""regulationCompliance"":4,""specResponse"":3,""urgentResponse"":4},""totalScore"":85.5}";3668803356
